date,city,cid,industry,platform,number,amount
202212,新竹市,O,創作及藝術表演業,使用載具,248,471805
202212,高雄市,E,餐飲業,無載具,8173107,2113303850
202212,嘉義市,I,陸上運輸業,使用載具,1217,1770459
202212,新竹市,O,資訊服務業,無載具,2994,4678821
202212,基隆市,C,運動、娛樂及休閒服務業,使用載具,5727,7145893
202306,新北市,F,金融服務業,使用載具,3488,256753
202306,新竹縣,J,廣告業及市場研究業,使用載具,158,146393
202306,雲林縣,P,批發業,無載具,290346,483037882
202212,臺中市,B,零售業,無載具,30592539,17348164661
202212,桃園市,H,其他製造業,無載具,2618,12892134
202306,新竹縣,J,未分類其他服務業,無載具,2652,2851367
202212,嘉義縣,Q,教育業,無載具,52,404305
202212,屏東縣,T,飲料製造業,使用載具,396,524223
202306,高雄市,E,人力仲介及供應業,使用載具,2636,4231066
202306,雲林縣,P,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,84,54600
202212,苗栗縣,K,廣播、電視節目編排及傳播業,使用載具,46270,47684867
202212,臺東縣,V,創作及藝術表演業,無載具,182,71900
202306,嘉義縣,Q,金融服務業,無載具,2421,2122425
202306,桃園市,H,成衣及服飾品製造業,使用載具,401,1129497
202312,新竹縣,J,不動產開發業,無載具,5134,589439670
202306,苗栗縣,K,其他化學製品製造業,使用載具,1841,2631344
202312,嘉義縣,Q,農、牧業,使用載具,120,245536
202306,高雄市,E,電子零組件製造業,使用載具,2987,8397244
202306,桃園市,H,行政支援服務業,使用載具,19296,3342983
202312,新竹縣,J,行政支援服務業,使用載具,48610,19174782
202306,金門縣,W,其他專業、科學及技術服務業,使用載具,8,9200
202306,嘉義縣,Q,企業總管理機構及管理顧問業,無載具,4,1050
202312,新北市,F,產業用機械設備維修及安裝業,使用載具,9,17751135
202212,臺中市,B,批發業,使用載具,1182978,2183332142
202306,苗栗縣,K,廢棄物清除、處理及資源回收處理業,無載具,7,159375
202312,苗栗縣,K,紡織業,無載具,119,286959
202306,臺東縣,V,陸上運輸業,無載具,5428,2812391
202306,花蓮縣,U,租賃業,使用載具,1178,3024153
202212,彰化縣,N,批發業,使用載具,116447,145508328
202212,嘉義市,I,電力設備及配備製造業,使用載具,279841,399704798
202306,宜蘭縣,G,運輸輔助業,無載具,314508,23109670
202211,花蓮縣,U,資訊服務業,無載具,20,55510
202211,桃園市,H,影片及電視節目業；聲音錄製及音樂發行業,使用載具,39203,20314483
202307,新竹市,O,租賃業,使用載具,22962,3308460
202407,臺中市,B,資訊服務業,無載具,11321,65784034
202307,新竹縣,J,電腦、電子產品及光學製品製造業,無載具,1142,92724129
202307,高雄市,E,電力及燃氣供應業,使用載具,934910,1583740884
202307,高雄市,E,保全及偵探業,無載具,1049,12295506
202211,彰化縣,N,木竹製品製造業,使用載具,347,89751
202407,新北市,F,其他社會工作服務業,使用載具,162,268014
202211,苗栗縣,K,其他社會工作服務業,無載具,154,150451
202407,臺南市,D,其他化學製品製造業,無載具,5031,35653738
202307,新竹縣,J,批發業,使用載具,142791,130517682
202407,嘉義縣,Q,未分類其他服務業,無載具,702,5540013
202407,雲林縣,P,不動產開發業,無載具,2056,8183905
202302,澎湖縣,X,租賃業,使用載具,155,82568
202211,臺中市,B,不動產經營及相關服務業,無載具,165772,1269246861
202211,臺中市,B,醫療保健業,使用載具,98,2810500
202302,苗栗縣,K,批發業,無載具,251733,525180873
202307,新竹市,O,非金屬礦物製品製造業,無載具,183,2686063
202302,新竹市,O,藥品及醫用化學製品製造業,無載具,47,110983
202211,臺南市,D,圖書館、檔案保存、博物館及類似機構,無載具,5062,814129
202302,桃園市,H,航空運輸業,無載具,1420,155334810
202211,基隆市,C,水上運輸業,無載具,94,188865252
202302,雲林縣,P,郵政及快遞業,使用載具,3784,738629
202211,新竹市,O,成衣及服飾品製造業,無載具,221,2127854
202407,嘉義縣,Q,其他化學製品製造業,無載具,571,1796506
202211,高雄市,E,電信業,使用載具,1877338,1143439059
202407,桃園市,H,其他製造業,使用載具,4550,4056044
202407,臺南市,D,農、牧業,使用載具,604,1717782
202407,桃園市,H,金屬製品製造業,無載具,4918,214855284
202307,宜蘭縣,G,創作及藝術表演業,使用載具,736,359597
202307,彰化縣,N,個人及家庭用品維修業,使用載具,17819,11840544
202211,臺中市,B,保全及偵探業,使用載具,459,3515426
202211,苗栗縣,K,行政支援服務業,無載具,360,2899592
202307,屏東縣,T,租賃業,無載具,611,1327821
202307,桃園市,H,航空運輸業,使用載具,4462,427960
202302,臺中市,B,塑膠製品製造業,無載具,3500,22770926
202302,臺中市,B,農、牧業,無載具,11092,19352829
202407,宜蘭縣,G,用水供應業,使用載具,45870,23650281
202211,臺中市,B,其他專業、科學及技術服務業,無載具,1647,105894755
202211,新竹縣,J,醫療保健業,使用載具,313,313000
202211,臺南市,D,其他製造業,無載具,3188,2955859
202407,南投縣,M,資訊服務業,使用載具,142,19803
202302,宜蘭縣,G,不動產經營及相關服務業,無載具,1124,2296290
202302,花蓮縣,U,零售業,無載具,2663760,1029588324
202302,宜蘭縣,G,餐飲業,使用載具,252180,97122451
202307,新北市,F,陸上運輸業,使用載具,11174,20131274
202302,臺中市,B,基本金屬製造業,無載具,323,12530328
202302,臺北市,A,農、牧業,無載具,1965,99545539
202302,南投縣,M,陸上運輸業,使用載具,1870,1271016
202211,臺南市,D,紙漿、紙及紙製品製造業,無載具,1016,160872038
202211,基隆市,C,批發業,無載具,107641,94299974
202211,苗栗縣,K,未分類其他服務業,無載具,4331,14013864
202302,新竹縣,J,資訊服務業,使用載具,493,428031
202307,新竹市,O,電腦程式設計、諮詢及相關服務業,使用載具,6748,4255999
202307,雲林縣,P,行政支援服務業,使用載具,3286,329266
202407,屏東縣,T,住宿業,無載具,38157,133840781
202302,宜蘭縣,G,郵政及快遞業,無載具,4507,2862972
202307,高雄市,E,塑膠製品製造業,無載具,312,282354160
202302,澎湖縣,X,創作及藝術表演業,使用載具,163,53347
202307,桃園市,H,專門設計業,無載具,16655,39614622
202302,新北市,F,其他專業、科學及技術服務業,使用載具,7811,6126157
202307,宜蘭縣,G,企業總管理機構及管理顧問業,使用載具,212,502217
202307,嘉義市,I,批發業,使用載具,49417,48616207
202407,彰化縣,N,電子零組件製造業,無載具,588,309887933
202407,臺中市,B,電力設備及配備製造業,使用載具,128,344250
202407,新竹市,O,個人及家庭用品維修業,無載具,7776,429386690
202307,南投縣,M,租賃業,使用載具,3097,1166513
202407,澎湖縣,X,教育業,無載具,204,2015528
202307,臺南市,D,農、牧業,使用載具,449,1807110
202211,桃園市,H,租賃業,使用載具,705317,39155161
202211,連江縣,Z,運輸輔助業,無載具,220,41391
202307,桃園市,H,餐飲業,無載具,6656071,1855378978
202307,新竹縣,J,食品及飼品製造業,使用載具,19017,8222359
202407,苗栗縣,K,電腦程式設計、諮詢及相關服務業,使用載具,10,7986
202307,基隆市,C,創作及藝術表演業,無載具,172,135376
202211,臺中市,B,廢水及污水處理業,使用載具,3,3128
202307,新竹縣,J,機械設備製造業,無載具,17,21105040
202211,澎湖縣,X,創作及藝術表演業,使用載具,184,53065
202307,臺北市,A,專門營造業,無載具,29499,766609631
202211,南投縣,M,租賃業,無載具,5521,745158
202407,臺中市,B,宗教、職業及類似組織,無載具,6831,1816498
202307,嘉義市,I,住宿業,無載具,33698,81555047
202407,連江縣,Z,零售業,使用載具,180137,30885074
202407,臺中市,B,電腦、電子產品及光學製品製造業,無載具,2325,18912703
202302,新北市,F,郵政及快遞業,使用載具,2999,766007
202407,彰化縣,N,運動、娛樂及休閒服務業,無載具,26415,27298900
202407,高雄市,E,漁業,無載具,30,307402
202302,基隆市,C,廣播、電視節目編排及傳播業,使用載具,24450,31921005
202407,新竹縣,J,居住型照顧服務業,使用載具,275,724516
202307,彰化縣,N,食品及飼品製造業,無載具,140798,699152247
202407,彰化縣,N,金融服務業,無載具,4604,4417700
202307,臺北市,A,金融服務業,無載具,27389,2953484840
202307,宜蘭縣,G,其他專業、科學及技術服務業,無載具,214,1210900
202302,臺中市,B,保全及偵探業,使用載具,488,4187858
202211,新北市,F,影片及電視節目業；聲音錄製及音樂發行業,無載具,55910,17646947
202204,金門縣,W,電力及燃氣供應業,無載具,36,5057
202210,彰化縣,N,電力及燃氣供應業,無載具,276,352163
202210,嘉義市,I,廣告業及市場研究業,無載具,56,729273
202309,桃園市,H,廢棄物清除、處理及資源回收處理業,使用載具,53,299835
202309,澎湖縣,X,紡織業,無載具,24,7335
202204,桃園市,H,航空運輸業,使用載具,11727,566551
202309,雲林縣,P,住宿業,無載具,4335,11796400
202204,新北市,F,企業總管理機構及管理顧問業,使用載具,94686,181371589
202309,桃園市,H,汽車及其零件製造業,使用載具,958,1421176
202309,雲林縣,P,電信業,無載具,6493,21878768
202309,臺中市,B,藥品及醫用化學製品製造業,無載具,28162,312385686
202204,新竹市,O,不動產開發業,無載具,41095,663337253
202210,澎湖縣,X,資訊服務業,無載具,2,1950
202210,金門縣,W,租賃業,無載具,1708,3336969
202204,屏東縣,T,保全及偵探業,使用載具,369,2179234
202204,高雄市,E,電力及燃氣供應業,使用載具,913914,1096547929
202309,基隆市,C,影片及電視節目業；聲音錄製及音樂發行業,使用載具,1271,227979
202210,嘉義縣,Q,食品及飼品製造業,使用載具,1560,2509295
202204,臺北市,A,圖書館、檔案保存、博物館及類似機構,無載具,2624,844061
202210,屏東縣,T,不動產經營及相關服務業,無載具,22384,4864640
202204,臺南市,D,圖書館、檔案保存、博物館及類似機構,使用載具,207,63704
202210,臺北市,A,塑膠製品製造業,無載具,962,277084683
202204,臺北市,A,不動產開發業,無載具,389327,12558930865
202204,苗栗縣,K,教育業,使用載具,269,1045773
202309,高雄市,E,成衣及服飾品製造業,使用載具,3,13132
202309,彰化縣,N,出版業,無載具,1316,3025782
202309,桃園市,H,其他運輸工具及其零件製造業,使用載具,157,65893
202204,基隆市,C,專門營造業,無載具,837,6720348
202309,新北市,F,土木工程業,無載具,2005,7574722
202210,雲林縣,P,廣告業及市場研究業,無載具,1,1953
202210,新竹縣,J,運輸輔助業,使用載具,71708,6584133
202204,臺北市,A,航空運輸業,無載具,9181,11187438
202204,新竹市,O,研究發展服務業,使用載具,31,478840
202204,桃園市,H,土木工程業,無載具,109,46451698
202309,桃園市,H,零售業,無載具,26448401,11367604252
202309,南投縣,M,陸上運輸業,使用載具,3705,2447806
202210,高雄市,E,產業用機械設備維修及安裝業,使用載具,95,490550
202309,臺東縣,V,電力及燃氣供應業,使用載具,65819,151367964
202309,新竹縣,J,個人及家庭用品維修業,使用載具,2825,10524646
202204,澎湖縣,X,專門設計業,無載具,873,1481533
202210,新竹市,O,郵政及快遞業,使用載具,568,88685
202204,新竹縣,J,運動、娛樂及休閒服務業,使用載具,19708,22119004
202204,宜蘭縣,G,專門設計業,使用載具,5,31743
202210,苗栗縣,K,教育業,無載具,933,2414751
202210,臺中市,B,成衣及服飾品製造業,使用載具,196,439765
202210,臺東縣,V,運輸輔助業,無載具,23352,871186
202309,臺中市,B,產業用機械設備維修及安裝業,無載具,1,57190
202309,高雄市,E,住宿業,無載具,129243,358590205
202210,高雄市,E,林業,無載具,3,762
202210,南投縣,M,廣告業及市場研究業,使用載具,1,15750
202309,高雄市,E,家具製造業,無載具,134,72689897
202309,屏東縣,T,創作及藝術表演業,無載具,184,110713
202204,高雄市,E,食品及飼品製造業,無載具,174832,1680312179
202204,嘉義縣,Q,批發業,使用載具,15083,30545631
202210,高雄市,E,企業總管理機構及管理顧問業,使用載具,1720,7526539
202210,雲林縣,P,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,7971,4564512
202204,澎湖縣,X,創作及藝術表演業,使用載具,61,18597
202204,臺北市,A,其他化學製品製造業,無載具,5081,370472500
202309,高雄市,E,個人及家庭用品維修業,無載具,19628,501840745
202309,臺北市,A,其他化學製品製造業,無載具,3819,349382794
202210,新北市,F,機械設備製造業,無載具,13486,115441465
202210,新北市,F,產業用機械設備維修及安裝業,使用載具,7,7823603
202309,花蓮縣,U,租賃業,無載具,2193,4186274
202309,彰化縣,N,木竹製品製造業,使用載具,473,92840
202309,苗栗縣,K,專門設計業,無載具,839,33760450
202309,基隆市,C,電腦程式設計、諮詢及相關服務業,使用載具,5,2911
202210,南投縣,M,其他化學製品製造業,使用載具,279,288720
202210,新北市,F,電力設備及配備製造業,無載具,4108,94169187
202204,新北市,F,創作及藝術表演業,使用載具,6944,7095939
202204,臺北市,A,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,667,1567791
202204,花蓮縣,U,保全及偵探業,使用載具,233,1569207
202204,新北市,F,印刷及資料儲存媒體複製業,無載具,6420,21660079
202204,宜蘭縣,G,住宿業,使用載具,8019,28525804
202309,嘉義市,I,郵政及快遞業,無載具,3481,2322652
202210,桃園市,H,行政支援服務業,無載具,41821,13775351
202210,高雄市,E,人力仲介及供應業,無載具,7397,11885984
202309,臺中市,B,影片及電視節目業；聲音錄製及音樂發行業,無載具,32778,7634475
202210,嘉義縣,Q,食品及飼品製造業,無載具,15685,274416789
202204,桃園市,H,其他專業、科學及技術服務業,無載具,2294,3588374
202204,臺中市,B,基本金屬製造業,使用載具,647,402539
202309,臺南市,D,醫療保健業,使用載具,3,5294
202204,臺中市,B,石油及煤製品製造業,使用載具,36104,13554112
202204,彰化縣,N,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,115,23032346
202309,屏東縣,T,其他社會工作服務業,使用載具,122,654197
202309,南投縣,M,運動、娛樂及休閒服務業,使用載具,28734,18220589
202210,桃園市,H,陸上運輸業,使用載具,7507,41354886
202309,桃園市,H,電力及燃氣供應業,無載具,5478,2634311
202309,金門縣,W,創作及藝術表演業,使用載具,36,111593
202210,新竹市,O,運輸輔助業,無載具,220131,17330932
202210,宜蘭縣,G,專門營造業,使用載具,52,153858
202309,彰化縣,N,金融服務業,無載具,4561,5468839
202309,臺中市,B,其他製造業,使用載具,2893,3275799
202210,彰化縣,N,家具製造業,無載具,6,315217
202401,花蓮縣,U,影片及電視節目業；聲音錄製及音樂發行業,使用載具,1992,378771
202401,宜蘭縣,G,創作及藝術表演業,使用載具,472,235403
202401,嘉義市,I,電信業,無載具,3372,12353195
202401,臺北市,A,其他專業、科學及技術服務業,無載具,8141,51058304
202401,苗栗縣,K,出版業,使用載具,6,78010
202401,新竹市,O,橡膠製品製造業,無載具,25,11584846
202401,臺南市,D,廢棄物清除、處理及資源回收處理業,使用載具,2,2550
202401,臺中市,B,運輸輔助業,無載具,1658466,199277135
202401,花蓮縣,U,個人及家庭用品維修業,使用載具,653,674584
202401,高雄市,E,電力及燃氣供應業,使用載具,974095,1368359936
202401,高雄市,E,廣告業及市場研究業,無載具,1351,1421587
202401,臺東縣,V,倉儲業,無載具,39630,19006195
202401,臺北市,A,建築物及綠化服務業,無載具,6640,46285341
202401,南投縣,M,用水供應業,使用載具,72604,34016491
202401,雲林縣,P,行政支援服務業,無載具,5800,742655
202401,苗栗縣,K,金屬製品製造業,無載具,1,315792
202401,金門縣,W,批發業,使用載具,37289,30645626
202401,嘉義市,I,皮革、毛皮及其製品製造業,無載具,2,3007
202401,新北市,F,陸上運輸業,使用載具,13401,21228518
202401,花蓮縣,U,郵政及快遞業,無載具,5418,4135446
202401,屏東縣,T,住宿業,使用載具,6729,23652779
202401,高雄市,E,保險業,無載具,4192,3833994
202401,彰化縣,N,其他運輸工具及其零件製造業,使用載具,9,4187
202401,苗栗縣,K,專門設計業,使用載具,1556,2088042
202401,嘉義市,I,運動、娛樂及休閒服務業,無載具,10898,17890713
202401,新竹縣,J,行政支援服務業,使用載具,56980,21640603
202401,屏東縣,T,汽車及其零件製造業,無載具,40,308798
202401,臺北市,A,研究發展服務業,使用載具,1304,3308637
202401,宜蘭縣,G,證券期貨及金融輔助業,無載具,1312,856388
202401,南投縣,M,電腦、電子產品及光學製品製造業,無載具,919,99694581
202401,高雄市,E,圖書館、檔案保存、博物館及類似機構,無載具,1556,393786
202401,嘉義市,I,租賃業,無載具,286,1267742
202401,臺東縣,V,木竹製品製造業,無載具,206,318870
202401,臺中市,B,農、牧業,無載具,11859,24466354
202401,桃園市,H,其他化學製品製造業,使用載具,5489,15222179
202401,新竹縣,J,石油及煤製品製造業,無載具,62877,24407093
202401,澎湖縣,X,零售業,使用載具,626726,174771090
202401,臺北市,A,塑膠製品製造業,使用載具,630,843311
202401,桃園市,H,電子零組件製造業,無載具,4449,826057607
202401,宜蘭縣,G,用水供應業,使用載具,45813,23734241
202401,新北市,F,紙漿、紙及紙製品製造業,無載具,3741,23858601
202401,臺北市,A,印刷及資料儲存媒體複製業,使用載具,10709,31173464
202401,宜蘭縣,G,廣告業及市場研究業,無載具,1,111
202401,高雄市,E,未分類其他服務業,使用載具,13345,24972484
202401,高雄市,E,水上運輸業,無載具,2185,26740607
202401,苗栗縣,K,成衣及服飾品製造業,使用載具,172,387257
202401,雲林縣,P,成衣及服飾品製造業,使用載具,1451,3106205
202401,屏東縣,T,研究發展服務業,無載具,9,5800
202401,嘉義縣,Q,產業用機械設備維修及安裝業,無載具,2152,847807
202401,嘉義縣,Q,不動產開發業,使用載具,2380,560343
202401,彰化縣,N,運動、娛樂及休閒服務業,使用載具,20275,27100936
202401,宜蘭縣,G,土木工程業,使用載具,67,36042
202401,雲林縣,P,未分類其他服務業,使用載具,337,1822886
202401,澎湖縣,X,電力設備及配備製造業,無載具,62,20825
202401,苗栗縣,K,創作及藝術表演業,無載具,412,115230
202401,臺東縣,V,批發業,無載具,182672,206519523
202401,高雄市,E,圖書館、檔案保存、博物館及類似機構,使用載具,1674,345545
202401,臺東縣,V,教育業,無載具,359,1996225
202401,南投縣,M,運輸輔助業,無載具,91207,7439251
202401,新北市,F,研究發展服務業,使用載具,9,18800
202401,嘉義縣,Q,建築物及綠化服務業,無載具,8049,4370913
202401,新北市,F,非金屬礦物製品製造業,無載具,1963,8248417
202401,連江縣,Z,電力及燃氣供應業,使用載具,2594,5666504
202401,臺南市,D,廣播、電視節目編排及傳播業,無載具,6907,10544895
202401,臺北市,A,不動產經營及相關服務業,使用載具,57370,278673631
202401,臺東縣,V,電腦、電子產品及光學製品製造業,使用載具,33,206861
202401,新北市,F,電子零組件製造業,使用載具,6831,9347307
202401,宜蘭縣,G,藥品及醫用化學製品製造業,使用載具,22,179280
202401,雲林縣,P,專門營造業,無載具,146,3023416
202401,新竹市,O,基本金屬製造業,無載具,11,478438
202401,臺東縣,V,影片及電視節目業；聲音錄製及音樂發行業,無載具,1521,295508
202401,臺北市,A,食品及飼品製造業,使用載具,448327,208053188
202401,南投縣,M,印刷及資料儲存媒體複製業,使用載具,2,5177
202401,金門縣,W,廣告業及市場研究業,使用載具,1,4200
202401,花蓮縣,U,電信業,使用載具,280150,196542259
202401,臺南市,D,建築物及綠化服務業,使用載具,418,232601
202401,臺北市,A,居住型照顧服務業,使用載具,4,9740
202401,屏東縣,T,人力仲介及供應業,使用載具,1,4400
202401,高雄市,E,建築工程業,使用載具,109,2250768
202401,桃園市,H,廢水及污水處理業,無載具,1,76500
202401,臺中市,B,建築工程業,無載具,1167,467571517
202401,臺北市,A,建築、工程服務及技術檢測、分析服務業,無載具,3175,37352323
202401,臺南市,D,航空運輸業,無載具,2050,433388
202401,新北市,F,金屬製品製造業,使用載具,100,333578
202401,新竹縣,J,電力設備及配備製造業,無載具,522,2760469
202401,宜蘭縣,G,建築、工程服務及技術檢測、分析服務業,無載具,33,287941
202401,新竹市,O,電力設備及配備製造業,無載具,112,17144554
202401,新北市,F,廢棄物清除、處理及資源回收處理業,無載具,124,1392412
202401,南投縣,M,不動產經營及相關服務業,無載具,36154,10390706
202401,南投縣,M,個人及家庭用品維修業,無載具,578,15147025
202401,臺北市,A,非金屬礦物製品製造業,使用載具,158,954737
202401,高雄市,E,醫療保健業,使用載具,32274,1873988
202401,新竹市,O,非金屬礦物製品製造業,無載具,330,4909023
202309,宜蘭縣,G,非金屬礦物製品製造業,無載具,64,1878089
202210,臺北市,A,其他化學製品製造業,使用載具,3762,9298614
202204,臺中市,B,證券期貨及金融輔助業,無載具,1509,7886301
202309,新北市,F,出版業,無載具,129042,127105900
202204,高雄市,E,建築、工程服務及技術檢測、分析服務業,使用載具,3557,1955068
202204,臺南市,D,皮革、毛皮及其製品製造業,使用載具,954,1857636
202210,花蓮縣,U,住宿業,使用載具,11946,47641004
202204,基隆市,C,汽車及其零件製造業,無載具,210,153434370
202210,宜蘭縣,G,金融服務業,使用載具,4,6100
202309,桃園市,H,企業總管理機構及管理顧問業,使用載具,2141,5861069
202309,新竹市,O,影片及電視節目業；聲音錄製及音樂發行業,無載具,10882,2178565
202309,屏東縣,T,專門營造業,使用載具,1034,1303997
202309,基隆市,C,企業總管理機構及管理顧問業,無載具,2402,912907
202210,臺中市,B,運輸輔助業,使用載具,548317,60462969
202210,雲林縣,P,零售業,使用載具,2746467,690504823
202309,花蓮縣,U,廣告業及市場研究業,無載具,451,151678
202210,雲林縣,P,保全及偵探業,使用載具,232,1704171
202210,臺中市,B,郵政及快遞業,使用載具,34370,6529585
202204,新竹縣,J,電腦程式設計、諮詢及相關服務業,無載具,1693,5497381
202204,嘉義市,I,保全及偵探業,使用載具,198,1312347
202210,彰化縣,N,不動產經營及相關服務業,使用載具,2239,168166
202204,高雄市,E,倉儲業,使用載具,1034,339505
202204,新竹縣,J,專門設計業,使用載具,5,15620
202204,屏東縣,T,其他社會工作服務業,無載具,481,112096
202210,嘉義縣,Q,陸上運輸業,無載具,8435,4155203
202204,新北市,F,機械設備製造業,無載具,10719,150219738
202309,新竹市,O,廣告業及市場研究業,使用載具,1,770
202309,臺中市,B,成衣及服飾品製造業,無載具,356,676320
202204,嘉義市,I,個人及家庭用品維修業,使用載具,199,1016729
202309,臺北市,A,建築工程業,無載具,6662,709545828
202309,嘉義縣,Q,批發業,無載具,142691,620493573
202309,臺南市,D,倉儲業,無載具,1052,3804664
202210,高雄市,E,紡織業,使用載具,362,917081
202309,高雄市,E,宗教、職業及類似組織,無載具,240,1007500
202210,臺北市,A,專門設計業,無載具,11007,76752788
202309,彰化縣,N,皮革、毛皮及其製品製造業,使用載具,201,140095
202210,臺南市,D,教育業,無載具,7734,27189682
202210,新北市,F,陸上運輸業,使用載具,8568,7528669
202309,南投縣,M,郵政及快遞業,無載具,3495,4233625
202309,臺北市,A,土木工程業,無載具,1866,188567949
202204,高雄市,E,金屬製品製造業,使用載具,75,271802
202204,南投縣,M,未分類其他服務業,無載具,63,93778
202204,宜蘭縣,G,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,21,5250
202210,高雄市,E,皮革、毛皮及其製品製造業,使用載具,45,134560
202204,臺南市,D,未分類其他服務業,使用載具,1443,9144478
202204,新竹市,O,非金屬礦物製品製造業,無載具,269,3381585
202309,新北市,F,橡膠製品製造業,無載具,1418,17530722
202309,苗栗縣,K,汽車及其零件製造業,無載具,639,176597
202309,彰化縣,N,成衣及服飾品製造業,無載具,1877,3591040
202309,基隆市,C,電力及燃氣供應業,使用載具,224652,545199094
202210,臺南市,D,金屬製品製造業,無載具,196,167603434
202204,臺東縣,V,陸上運輸業,無載具,6463,3727336
202309,新北市,F,機械設備製造業,無載具,9188,95894472
202210,新北市,F,家具製造業,無載具,82,4751042
202204,基隆市,C,醫療保健業,使用載具,122,64239
202204,屏東縣,T,租賃業,無載具,495,1015602
202204,新竹縣,J,金屬製品製造業,無載具,127,42822020
202309,臺南市,D,汽車及其零件製造業,使用載具,438,222595
202210,臺北市,A,其他製造業,無載具,1463,10333776
202210,臺東縣,V,運輸輔助業,使用載具,5563,188290
202309,嘉義市,I,廣播、電視節目編排及傳播業,使用載具,6928,9419065
202204,新竹市,O,陸上運輸業,使用載具,1294,540204
202204,彰化縣,N,紡織業,使用載具,362,489170
202204,桃園市,H,橡膠製品製造業,無載具,5,8831
202210,臺南市,D,廣播、電視節目編排及傳播業,使用載具,38507,39280368
202204,嘉義縣,Q,非金屬礦物製品製造業,使用載具,2673,1149805
202309,金門縣,W,租賃業,無載具,1404,3210814
202210,南投縣,M,飲料製造業,使用載具,4561,2945470
202309,彰化縣,N,批發業,無載具,329289,1266375569
202204,花蓮縣,U,租賃業,使用載具,3273,1901640
202309,臺北市,A,漁業,使用載具,3362,674686
202210,新北市,F,紡織業,無載具,3131,25478823
202210,雲林縣,P,電子零組件製造業,使用載具,28,23311
202210,桃園市,H,汽車及其零件製造業,無載具,380,251827440
202210,臺東縣,V,電力及燃氣供應業,無載具,91,28286
202309,彰化縣,N,不動產經營及相關服務業,無載具,23885,11470364
202210,臺東縣,V,廣告業及市場研究業,使用載具,8,720
202204,苗栗縣,K,金融服務業,無載具,5662,3485106
202210,臺中市,B,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,201,155590
202210,臺中市,B,不動產經營及相關服務業,使用載具,155222,175055167
202204,基隆市,C,人力仲介及供應業,無載具,1,196097
202309,新竹縣,J,資訊服務業,無載具,424,645221
202204,新竹市,O,零售業,使用載具,4288378,1780608356
202204,臺北市,A,人力仲介及供應業,無載具,107071,185660468
202309,新竹市,O,個人及家庭用品維修業,無載具,5317,276245027
202204,臺中市,B,廣告業及市場研究業,無載具,4028,8139738
202204,高雄市,E,紡織業,無載具,1298,129280590
202210,嘉義縣,Q,租賃業,無載具,1414,2066159
202309,宜蘭縣,G,成衣及服飾品製造業,無載具,3,6340
202204,彰化縣,N,出版業,無載具,1653,4516857
202309,金門縣,W,飲料製造業,無載具,1468,73407538
202210,嘉義縣,Q,郵政及快遞業,無載具,6541,3068683
202309,臺中市,B,橡膠製品製造業,無載具,190,91856871
202210,臺北市,A,證券期貨及金融輔助業,無載具,242060,670031587
202309,臺東縣,V,餐飲業,無載具,384221,99291774
202210,宜蘭縣,G,土木工程業,使用載具,76,30236
202307,苗栗縣,K,印刷及資料儲存媒體複製業,使用載具,151,614004
202302,澎湖縣,X,農、牧業,使用載具,7,10780
202307,臺中市,B,機械設備製造業,無載具,1773,389501923
202407,新竹市,O,研究發展服務業,無載具,1170,7299688
202302,澎湖縣,X,保險業,無載具,2,9316
202211,苗栗縣,K,其他化學製品製造業,使用載具,628,612341
202211,嘉義市,I,出版業,使用載具,11,6954
202302,基隆市,C,電信業,使用載具,431470,249470533
202302,臺南市,D,圖書館、檔案保存、博物館及類似機構,使用載具,1228,173598
202407,雲林縣,P,漁業,無載具,1,5000
202211,新北市,F,不動產經營及相關服務業,無載具,38716,4666512067
202211,新竹縣,J,塑膠製品製造業,無載具,75,5949418
202407,高雄市,E,其他社會工作服務業,使用載具,88,233140
202407,花蓮縣,U,用水供應業,使用載具,55623,24434801
202407,臺中市,B,電力及燃氣供應業,使用載具,1120731,2074043639
202211,宜蘭縣,G,其他專業、科學及技術服務業,無載具,94,597260
202211,苗栗縣,K,人力仲介及供應業,無載具,2383,1641359
202407,高雄市,E,出版業,無載具,589,1700912
202211,臺中市,B,個人及家庭用品維修業,無載具,26726,250318330
202307,臺北市,A,石油及煤製品製造業,使用載具,56546,18740054
202302,臺北市,A,研究發展服務業,使用載具,2270,7188818
202407,高雄市,E,資訊服務業,使用載具,7746,10986912
202307,新竹市,O,木竹製品製造業,無載具,7,1600
202407,新竹縣,J,運輸輔助業,無載具,257722,23537879
202407,桃園市,H,電腦、電子產品及光學製品製造業,使用載具,1541,4904118
202302,臺南市,D,個人及家庭用品維修業,使用載具,6046,8842025
202302,臺南市,D,電子零組件製造業,無載具,257,340324645
202407,臺南市,D,宗教、職業及類似組織,使用載具,566,128416
202307,苗栗縣,K,租賃業,使用載具,95,222960
202211,新北市,F,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,366,246301
